name_id,name,note
drcromwell,Dr Cromwell,
drcurry,Dr Curry,
drdiddie,Dr Diddie,
drellison,Dr Ellison,
drevans,Dr Evans,
drfearer,Dr Fearer,
drgarland,Dr Garland,
drgillespie,Dr Gillespie,
drgoodwin,Daniel Raynes Goodwin,"Daniel Raynes Goodwin (1811-1890), a graduate of Bowdoin College in 1832, he became Professor of Modern Languages there, later taking up the position as Provost of the University of Pennsylvania from 1860 - 1868"
drhawkes,Dr Hawkes,
drhorer,Dr Horer,
drhuber,Doctor Huber,
drjoynes,Dr Joynes,
drkay,Dr Kay,
drking,Dr King,
drlefort,Dr Lefort,
drlinton,Dr Linton,
drlouis,Monsieur le Dr Louis,
drm,Dr Richard MacDonnell,"Dr Richard MacDonnell (1787-1867), mathematician and Professor at Trinity College Dublin: https://en.wikipedia.org/wiki/Richard_MacDonnell_(scholar)"
drmacmillan,Doctor MacMillan,
drmeigh,Dr Meigh,
drminn,Dr Minn,
drmorier,D R Morier,
drnoth,Dr Noth,
drperry,Dr Perry,
drriley,Dr Riley,
drrobbins,Dr Robbins,
drromaine,Romaine,
drseymour,Dr Seymour,
drstille,Doctor Stille,
drtaloossens,Dr Taloossens,
drtucker,Dr Tucker,
drtuft,Dr Tuft,
drvrather,Dr Vrather,
drwcrawford,William Crawford,
drwilkes,Dr Wilkes,
dsear,Mr D. Sear,
dsheldon,Mr D. Sheldon,
dshepperd,Mr D. Shepperd,
dsmith,Donald Smith,
dswilson,D. S. Wilson,
dunsbradford,Dunscourt Bradford,"Dunscourt Bradford (d. 1837), Vice Consul of the US (‘American Obituary: 1837’, The American Almanac and Repository of Useful Knowledge, 1838 p. 283.)"
dvaucel,D. Vaucel,
dvivant,"Dominique Vivant, Baron Denon","Dominique Vivant, Baron Denon (1747-1825): https://en.wikipedia.org/wiki/Vivant_Denon"
dwardenj,David Warden,
dwclinton,DeWitt Clinton,
dwcox,Daniel W Coxe,
dwebster,Daniel Webster,"Daniel Webster (1782-1852), American statement and US Secretary of State unfer Presidents Williams Henry Harrison, John Tyker and Millard Filmore: https://en.wikipedia.org/wiki/Daniel_Webster"
dwhite,Decimus White,
eag,Elizabeth Anderson Godefroy,"Elizabeth Anderson Godefroy (1780-1839): https://en.wikipedia.org/wiki/Eliza_Anderson_Godefroy ; editor of the Baltimore Observer, writer under the pen-name of ‘Beatrice Ironside’, socialite and friend of Elizabeth Patterson Bonaparte, wife of architect Maximillian Godefroy (1765 – c.1838): https://en.wikipedia.org/wiki/Maximilian_Godefroy"
eavail,Eugene A Vail,"Eugene A Vail, author of Reply to imputations against the United States, contained in recent foreign journals (Paris, 1837) and Account of the Indians of North America (Paris, 1840)."
ebmullanphy,Elizabeth Brown Mullanphy,Elizabeth Brown Mullanphy (1770-1843)
eco,Edward Coles,"Edward Coles (1786-1868) was an American on a diplomatic mission to Russia after stays in Brussels, Belgium, Paris, France, and Great Britain. He subsequently declined a position in the James Monroe administration and sold his plantation, Rockfish, to his brother Walter Coles: https://www.encyclopediavirginia.org/Coles_Edward_1786-1868"
ecollins,Eliza Collins,
edking,"Edward King, Viscount Kingsborough","Edward King, Viscount Kingsborough (1795-1837), author of the seven-volume The Antiquities of Mexico (1831): https://www.libraryireland.com/biography/EdwardKingViscountKingsborough.php . He died before acceding to the Kingston title."
edmblunt,Edmund March Blunt,"Edmund March Blunt (1770-1862), navigator, author and publisher of nautical magazines: https://en.wikipedia.org/wiki/Edmund_March_Blunt"
edperrey,Emma de Perrey,
edwhar,Edward Whar,
eev,Edward Everett,Edward Everett (1794-1865) became the editor of the North American Review on his return from Europe in 1820. See Julius H. Ward. The North American Review. The North American Review 201 (1915) https://www.jstor.org/stable/25108360 . https://www.masshist.org/collection-guides/view/fa0264
efjomard,Edme-Francois Jomard,Edme-Francois Jomard (1777-1862): https://en.wikipedia.org/wiki/Edme-Fran%C3%A7ois_Jomard
efleitner,Edward Frederick Leitner,"Edward Frederick Leitner (1812-1838), Physician-Botanist and explorer of Florida where he was shot by native Americans: https://www.jstor.org/stable/44450833"
egambler,Dr E. G. Ambler,
egreb,Edward Grebb,
ehwillard,Emma Hart Willard,"Emma Hart Willard (1787-1870), women’s rights activist and scholar, daughter of Samuel Hart and student at the Berlin Academy who opened Troy Female Seminary (now the Emma Willard School) author of History of the United States (New York, 1845): https://en.wikipedia.org/wiki/Emma_Willard"
eispence,Elizabeth Isabella Spence,Elizabeth Isabella Spence (1768-1832): https://en.wikipedia.org/wiki/Elizabeth_Isabella_Spence
ejlewell,E J Lewell,
ejlowell,E J Lowell,
ejpringle,Edward J Pringle,
ekennie,Miss Eliza Kennie,
elang,Dr E. Lang,
eleanorpclewis,Eleanor Parke Custis Lewis,Eleanor 'Nelly' Parke Custis Lewis (1779-1854): https://en.wikipedia.org/wiki/Eleanor_Parke_Custis_Lewis
elivingston,Edward Livingston,Edward Livingston (1764-1836) represented both New York and then Louisiana in Congress and served as the U.S. Secretary of State from 1831 to 1833; also father-in-law of Warden’s correspondent Thomas Pennant Barton (1803-1869): https://en.wikipedia.org/wiki/Edward_Livingston
elizabethspencer,Elizabeth Spencer,
elizalaw,Elizabeth Lee,
elizemmet,Elizabeth Emmet,"Elizabeth Emmet (1794–1878), who married William Henry LeRoy (1795–1888), a brother-in-law of Daniel Webster ( https://en.wikipedia.org/wiki/Thomas_Addis_Emmet#cite_note-Bergen1915-4)"
eob,Elizabeth Ogilvy Benger," Elizabeth Ogilvy Benger (1775-1827), English biographer, novelist and poet: https://en.wikipedia.org/wiki/Elizabeth_Benger ; niece of Sir David Ogilvy, [relative of Lord Airlie?]: https://en.wikisource.org/wiki/Benger,_Elizabeth_Ogilvy_(DNB00) , https://doi.org/10.1093/ref:odnb/2093 . She lived in relative poverty in Fitzroy Square at the end of her life and enjoyed the society of Mr Fletcher, a young Scotch sculptor studying in London who introduced her to Warden. By 1826 her health was failing and was collecting materials for a memoir of Henri Quatre and contributing anonymous poems to the Athenaeum."
epaquenaud,Mr E Paquenaud,
epb,Elizabeth Patterson Bonaparte,
epc,Elizabeth Parke Custis Law,"Elizabeth (Eliza) Parke Custis Law (August 21, 1776 – December 31, 1831) was the eldest granddaughter of Martha Dandridge Washington and step-granddaughter of George Washington. She was well known in political circles, and had constantly promoted Warden's interest: https://www.encyclopediavirginia.org/Custis_Elizabeth_Parke_1776-1831"
epeace,Edward Peace,
esbodin,Etienne Soulange-Bodin,"Etienne Soulange-Bodin (1774-1846), French biologist, botanist and army officer; perpetual secretary of the Société royale d'agriculture and a founder of the Société d'horticulture de Paris https://en.wikipedia.org/wiki/%C3%89tienne_Soulange-Bodin"
estover,Dr E Stover,
evchilde,Edward Vernon Childe,Edward Vernon Childe (1804-1861) of Baltimore: https://ancestors.familysearch.org/en/99MW-861/edward-vernon-childe-1804-1861
eweeks,Ezra Weeks,
fakemble,Frances Anne Kemble,"Frances Anne Kemble (1809-1893), British author in a variety of genres including travel writing: https://en.wikipedia.org/wiki/Fanny_Kemble . Her daughter Sarah Butler married the American Owen Jones Wistar. At the time of Townsend’s letter, she was known for Francis the First, a drama (London, 1832; New York, 1833)."
famichaux,Francois Andre Michaux,Francois Andre Michaux (1770-1855): https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Andr%C3%A9_Michaux
famuhlenberg,Dr Frederick Augustus Muhlenberg,"Dr Frederick Augustus Muhlenberg (1795-1867), son of a botanist who practiced medicine: https://www.findagrave.com/memorial/58750142/frederick-augustus-muhlenberg"
farago,Francois Arago,"Francois Arago (1786-1853): Franch physicist, astronomer, statesman and President of the Institute de France: https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Arago"
faslegare,Francis A. Smith-Legare,
fbloodgood,Francis Bloodgood,"Most likely Francis Bloodgood (1775-1840), American lawyer and Mayor of Albany in 1831: https://en.wikipedia.org/wiki/Francis_Bloodgood . Bloodgood was said to have exchanged literal blows with Warden’s fellow correspondent Solomon Van Rensselaer, US Congressman for New York and later postmaster of Albany."
fbmarbois,Francois Barbe-Marbois,Francois Barbe-Marbois (1745-1837): https://en.wikipedia.org/wiki/Fran%C3%A7ois_Barb%C3%A9-Marbois
fbowen,Francis Bowen,
fbradley,F. Bradley,
fcgray,F. C. Gray,
fclh,Frédéric-César de La Harpe,"Frédéric-César de La Harpe (1754-1838), Swiss political leader, scholar, and Vaudois patriot best known for his pivotal role in the formation of the Helvetic Republic, and for serving as a member of the Helvetic Directory. He was a personal teacher of Alexander I of Russia and educated him in ideals of the Lumières."
fddtaylor,Mrs F. D. D. Taylor,
fenom,Mr Fenomartin,
ffraley,F. Fraley,
fguizot,Francois Guizot,"Francois Guizot (1787-1874), French historian, orator and statesman who worked to maintain a constitutional monarchy following the July Revolution of 1830: https://en.wikipedia.org/wiki/Fran%C3%A7ois_Guizot"
fhall,Dr F. Hall,"Dr F. Hall, author of Strictures on a Voyage to South America, as edited by the Secretary t the late Mission Society to La Plata, presented by Dr. F. Hall (Baltimore : Printed by Richard J. Matchett, 1820.)"
fjdg,"Francois Joseph de Gratet, vicomte Dubouchage","Francois Joseph de Gratet, vicomte Dubouchage(1749-1821), Ministere de la Marine, 1815- June 1817: https://en.wikipedia.org/wiki/Minist%C3%A8re_de_la_Marine"
fjlefebvre,"François Joseph Lefebvre, Duke of Dantsick",
flescal,Dr Felix Lescaliis,
fmarkoe,Francis Markoe,"Francis Markoe (1801-1871/2) of Philadelphia, formerly Chief of the US Consular Bureau and Chief Clerk in the Diplomatic Bureau. He and Joel Poinsett were co-founders of the National Institute for the Promotion of Science (which became the Smithsonian) and of which Markoe became the Secretary."
fmarx,Frederick Marx,"Frederick Marx, member with Cabell of the Medical Society of Virginia: https://www.findagrave.com/memorial/120716610/frederick-marx"
fmignet,Francois Mignet,Francois Mignet (1796-1884): https://en.wikipedia.org/wiki/Fran%C3%A7ois_Mignet
fmpdlac,Perrin du Lac,
fojsmith,Francis Ormand Jonathan Smith,Francis Ormand Jonathan Smith (1806-1876): https://en.wikipedia.org/wiki/Francis_Ormand_Jonathan_Smith
fpascalis,Dr Felix Pascalis,
fpdorleans,Ferdinand Philippe d'Orleans,
fprobinson,General F. P. Robinson,
francisjohnson,Francis Johnson,
frdablois,Father Dablois,
fredbronson,Dr Frederic Bronson,Dr Frederic Bronson (1802-1868) https://www.geni.com/people/Frederic-Bronson/6000000000249667156
fwlincoln,F. W Lincoln,
fwr,Frances Wright,"Frances Wright (1795-1852), later Frances D’Arusmont: http://www4.wlv.ac.uk/btw/authors/1163 . Frances Wright’s tragedy Altorf (1819) was first performed in New York in 1818 which attracted the attention of Thomas Jefferson. Frances Wright later married educational reformer and physician Guillaume Sylvan Phiquepal-D'Arusmont (b. 1811)."
gan,Gabriel Andral,"Gabriel Andral (1797-1876), French pathologist: https://fr.wikipedia.org/wiki/Gabriel_Andral"
gbbrown,Dr G B Brown,
gbdepping,Georges Bernard Depping,"Georges Bernard Depping (1784-1853), German-French historian: https://en.wikipedia.org/wiki/Georges_Depping"
gbrul,George Brul,
gburgess,George Burgess,
gcfmr,Gaspard Clair Francois Marie Riche de Brony,"Gaspard Clair Francois Marie Riche de Brony (1755-1839), French mathematician and engineer: https://en.wikipedia.org/wiki/Gaspard_de_Prony"
gcld,General Charles Lefebvre-Desnouettes,"General Charles Lefebvre-Desnouettes (1773-1822), a French officer and later General under Napoleon who later fled France during the Bourbon Restoration for the US: http://www.historyofwar.org/articles/people_lefebvre_desnouettes.html"
gcomme,Dr George Comme,
gcpotts,George C Potts,
gcrayon,"Geoffrey Crayon, gent.",
gcshattuck,George Cheyne Shattuck Jr,"George Cheyne Shattuck Jr (1813-1893), graduate of Harvard and after became a professor in the medical school: http://www.medicalantiques.com/civilwar/Medical_Authors_Faculty/Shattuck_George_C..htm"
gcu,George Cuvier,George Cuvier (1769-1832): French naturalist and zoologist: https://en.wikipedia.org/wiki/Georges_Cuvier
gcv,Gulian C. Verplanck,"Gulian C. Verplanck (1786-1870), American attorney, politician and writer, elected to New York State Assembly and Senate and US House of Representatives on Ways and Means. He was brother-in-law of John Rodman, being married to Mary Elizabeth Fenno Verplanck (1787-182?), the sister of Rodman’s wife Harriet (Fenno-Hoffman family papers , William L. clement Library, University of Michigan, https://quod.lib.umich.edu/c/clementsmss/umich-wcl-M-2048fen?view=text ). Later Governor of the New York Hospital and Regent of the University of the State of New York."
gdltollendal,Gerard de Lally-Tollendal,"Likely Gerard de Lally-Tollendal (1751-183), politician and man of letters: https://fr.wikipedia.org/wiki/G%C3%A9rard_de_Lally-Tollendal"
gdprony,Gaspard de Prony,"Gaspard de Prony (1755-1839), French mathematician and engineer: https://en.wikipedia.org/wiki/Gaspard_de_Prony"
generalbass,General Bass,
gengmason,George Mason VI,George Mason VI (1786–1834): https://en.wikipedia.org/wiki/Mason_family
genhamilton,General Hamilton,
genmacomb,General Alexander Macomb,General Alexander Macomb (1782-1841): https://en.wikipedia.org/wiki/Alexander_Macomb_(general)
geobancroft,George Bancroft,"George Bancroft (1800-1891), American historian and statesmen; author of History of the United States of America, from the Discovery of the American Continent. (Boston: Little, Brown, and company, numerous editions in 8 or 10 volumes 1854–1878): https://en.wikipedia.org/wiki/George_Bancroft"
geobradburn,George Bradburn,"George Bradburn (1806-1880), anti-slavery politician, journalist, lecturer and Unitarian minister: https://uudb.org/articles/georgebradburn.html"
geochilton,George Chilton,"George Chilton, chemist who investigated the quality of Manhattan water supply in 1833 (Report of the Commissioners Under an Act of the Legislature of this State, passed May 2, 1834, relative to the supplying the city of New-York with pure and wholesome water. February, (New York: W.B. Townsend, 1835), p. 398)"
geolaw,George Law,
geovaughan,George Vaughan,
gfrick,George Frick,"George Frick (1793-1870), physician at Baltimore: https://mdhistoryonline.net/2018/06/02/md1489/amp/"
gfsimons,Mr G. F. Simons,
ggi,George Gibbs,"George Gibbs (1776-1833), mineralogist who in 1822 was elected vice-president of the New York Lyceum of Natural History. He published articles both in the American Mineralogical Journal and the American Journal of Science : https://en.wikipedia.org/wiki/George_Gibbs_(mineralogist)"
ggtone,Miss Grace Georgiana Tone,
ghstuart,George Hay Stuart,George Hay Stuart (1816-1890): https://www.loc.gov/item/mm79041814/
mrgibson,Mr Gibson,
drgibson,Dr Gibson,
gira,Girard,"Girard , President de la commission centrale, Societe de Geographie Paris. Associated with Jomard (Societe de l’encouragement des industries nationale)"
gjd,'General' John Devereux,"'General' John Devereux (1778-1860) captured the heart of Warden’s friend Eliza Parke Custis in 1817-1818, while in Baltimore: http://www.irlandeses.org/dilab_devereuxj.htm . This is likely to be the same Devereux mentioned by Mathilda Tone in her letters to Warden, an Irishman with some connection with Colonel Corbet and the United Irishmen in Paris; he assisted Barker, the young man who translated Warden’s Statistical History of the US in 1819. See Miles Byrne, Memoirs, p. 232)."
gjjaneway,Dr George J Janeway,
glm,Gilbert Laing Meason,"Gilbert Laing Meason (1769-1832), Scottish merchant and agricultural improver: https://en.wikipedia.org/wiki/Gilbert_Laing_Meason"
gmmcmahon,Dr G. M. McMahon,
gmnewton,Dr George Madison Newton,Dr George Madison Newton (1810-1859) Dean of the Medical College of Georgia in Augusta from 1844: https://www.findagrave.com/memorial/12271925/george-madison-newton
gord,George Ord,"George Ord (1781-1866): scientist, member of Academy of Natural Sciences in Philadelphia and Secretary of the American Philosophical Society: https://en.wikipedia.org/wiki/George_Ord"
govmasey,Governor Masey,
govreman,Governor Reman,
govwright,Governor Wright,
gparkman,George Parkman,"George Parkman (1790-1849), prominent Boston physician, businessman and philanthropist: https://en.wikipedia.org/wiki/George_Parkman . Parkman was later murdered and his fellow academic Dr John White Webster (1793-1850) convicted and executed for the murder – both were correspondents of Warden."
gpoindexter,George Poindexter,George Poindexter (1779-1853): https://en.wikipedia.org/wiki/George_Poindexter
gpratt,G. Pratt,
gracesampson,Mrs Grace Sampson,
gsbettner,Dr George Shonnard Bettner,"Dr George Shonnard Bettner (1801-1860) of New Bern, New York; author of Acton; or, the circle of life A collection of thoughts and observations, designed to delineate life, man, and the world ... (New York: D. Appleton, 1849); graduated from University of North Carolina in 1823, and the Medical Department of the University of Pennsylvania in 1828 with specialization in ulceration of the intestines: (Catalogue of the Medical Department of Pennsylvania of the alumni of the Medical Department 1765-1877, Philadelphia: Collins, 1877, p.14)."
gshila,Geoffrey St Hilaire,
gti,George Ticknor,"George Ticknor (1791–1871), Boston academic and Hispanist; friend of Thomas Jefferson, who spent time in Paris, studied at Gottingen and was selected as Smith professor of French and Spanish languages and literature before returning to the US with a valuable library to become professor of belles-lettres at Harvard: https://en.wikipedia.org/wiki/George_Ticknor"
gtroost,Gerard Troost,"Gerard Troost (1776-1850), Tennessee State geologist (1831-5), the state’s best known atenbellum scientist and editor of: http://tennesseeencyclopedia.net/entries/gerard-troost/"
gvjdavis,John Davis,Probably John Davis (1787-1854): https://en.wikipedia.org/wiki/John_Davis_(Massachusetts_governor)
gwerving,Mr G. W. Erving,
gwmurray,G. W. Murray,
gws,General Winfield Scott,"General Winfield Scott (1786-1866), General in the US Army, https://en.wikipedia.org/wiki/Winfield_Scott"
hadewar,Henrietta A. Dewar,"Henrietta A. Dewar (pupil at Willard's Troy Academy in 1832): see Emma Willard and her pupils; or fifty years of Troy Female Seminary 1822-1872, ed. A. W. Fairbanks. New York, 1898."
hannahgall,Mrs Hannah Gallatin,
harrietbrooks,Mrs Harriet Brooks,
hbcarey,Henry B. Carey,
hbf,Henry Bradshaw Fearon,"Henry Bradshaw Fearon (1770-?), author of Sketches of America: A Narrative of a Journey of Five Thousand Miles Through the Eastern and Western States of America. Longman, Hurst, Rees, Orme, and Brown, 1818: http://famousamericans.net/henrybradshawfearon/"
hbinney,Horace Binney,
hbleecker,Harmanus Bleecker,Harmanus Bleecker: https://en.wikipedia.org/wiki/Harmanus_Bleecker
hbmaret,Hugues-Bernard Maret,"Hugues-Bernard Maret, 1st duc de Bassano (1763-1839)"
hbsmith,Henry Boyton Smith,"Henry Boyton Smith (1815-1877), American theologian: https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Smith,_Henry_Boynton"
hccarey,Henry Charles Carey,"Henry Charles Carey (1793–1879) was the leading 19th-century economist of the American School of capitalism, and chief economic adviser to U.S. President Abraham Lincoln : https://en.wikipedia.org/wiki/Henry_Charles_Carey"
hcderh,Henry Casimir de Rham,Henry Casimir de Rham: https://en.wikipedia.org/wiki/Henry_Casimir_de_Rham
hcleveland,Henry Cleveland,
hco,Henry Colburn,"Henry Colburn (1784-1855), London publisher who eventually published Lady Morgan’s France (1817): https://en.wikipedia.org/wiki/Henry_Colburn . He also printed the New Monthly Magazine, and Universal Register from 1814 until 1820."
hcorbay,Hugh Corbay,
hcummings,H Cummings,
hdgilpin,H. D. Gilpin,
hdspoor,H. D. Spoor,Member of New York State Agricultural Society.
henbarnard,Henry Barnard,"Henry Barnard (1811-1900), educationalist and reformer: https://en.wikipedia.org/wiki/Henry_Barnard"
henbowditch,Henry Ingersoll Bowditch,Henry Ingersoll Bowditch (1808-1892): https://en.wikipedia.org/wiki/Henry_Ingersoll_Bowditch
hencage,Henry 'Harry' Cage,"Henry 'Harry' Cage (1785-1858), US Representative from Mississippi: https://en.wikipedia.org/wiki/Harry_Cage"
henryclay,Henry Clay,
henrylee,Henry 'Black-Horse Harry' Lee IV,"Henry 'Black-Horse Harry' Lee IV (1787 –1837) was a biographer and historian, born in Stratford, Virginia , the son of Major-General Henry 'Light-Horse Harry' Lee III and Matilda Lee. He was a half-brother of Confederate General Robert E. Lee . In 1808 he graduated from the College of William & Mary : https://en.wikipedia.org/wiki/Henry_Lee_IV"
hepierrepont,Henry Evelyn Pierrepont,"Henry Evelyn Pierrepont (1808-1888), first president of the Brooklyn Academy of Music, New York https://www.wikitree.com/wiki/Pierrepont-59 . Pierrepont was one of the founders of the American Geographical and Statistical Society ( https://en.wikipedia.org/wiki/American_Geographical_Society ) and for ten years from 1852 to 1862 a member of its Council."
hfdaguesseau,Henri Francois d’Aguesseau,D’Aguesseau’s works were published in 1819: https://www.lawbookexchange.com/pages/books/64362/henri-francois-d-aguesseau-j-m-ed-pardessus/oeuvres-completes-du-chancelier-daguesseau
hffaber,Henry F Faber,
hfurnaux,Henry Furneaux,"Henry Furneaux (26 June 1829 – 7 January 1900) was a British classical scholar at the University of Oxford , specialising in the writings of the Roman historian Tacitus : https://en.wikipedia.org/wiki/Henry_Furneaux"
hgarnett,H Garnett,
hgassett,Henry Gassett III,"Henry Gassett III (1813-1886), son of Harvard graduate Henry Gassett Jr. (1774-1855): https://www.findagrave.com/memorial/135021629/henry-gassett"
hgbrown,Horace G. Brown,
hgdyar,Harrison G Dyar,
hgo,Harrison Gray Otis,Harrison Gray Otis (1765-1848) https://www.wikitree.com/wiki/Otis-664
hgreg,Henri Grégoire,
hingrah,Henry Ingraham,
hjburden,Henry John Burden,"Henry John Burden (1791-1871), engineer and businessman who built an industrial complex in Troy, New York, called the Burden Iron Works. His rotary concentric squeezer, a machine for working wrought iron, was adopted by iron industries worldwide; his hook-headed spike machine helped fuel the expansion of the US railroads: https://en.wikipedia.org/wiki/Henry_Burden"
hjnott,Henry Junis Nott,"Henry Junis Nott (1798-1837), Professor at South Carolina College. He spent the summer of 1837 studying at the Sorbonne in Paris; he and his French Belgian wife killed on the return journey from New York to Charleston in the Steamer Home wreck of 1837, off Cape Hatteras: https://www.findagrave.com/memorial/99283104/henry-junius-nott"
hledyard,Henry Ledyard,Henry Ledyard (1812-1880): https://en.wikipedia.org/wiki/Henry_Ledyard
hlodge,Henry Lodge,
hmcormac,Dr Henry M'Cormac,"Dr Henry M'Cormac, author of The Philosophy of Human Nature in its physical, intellectual and moral relations; with an attempt to demonstrate the order of providence in the three-fold constitution of our being (London: Longman, 1837) and Directions for the Management of Cholera, in the Absence of Medical Advice (Belfast, 1848)"
hmdblain,Henri-Marie Ducrotay de Blainville,"Henri-Marie Ducrotay de Blainville (1777-1850), French zoologist and anatomist: https://fr.wikipedia.org/wiki/Henri-Marie_Ducrotay_de_Blainville"
hmm,Hervey Montmorency Morres,"Hervey Montmorency Morres (1767–1839), United Irishman and personal friend of Miles Byrne who claimed kinship with the Montmorency’s but they were not inclined to include him. Like DBW, he lived off his literary talents and half-pay of military commission: https://en.wikisource.org/wiki/Morres,_Hervey_Montmorency_(DNB00)"
hmsdewar,Helen Margaret Spencer Dewar,"Helen Margaret Spencer Dewar (settled at Lowell, Mass with her daughter Mary Dewar Kimball): see Emma Willard and her pupils; or fifty years of Troy Female Seminary 1822-1872, ed. A. W. Fairbanks. New York, 1898."
hmwilliams,Helena Maria Williams,
hpinken,Harry Pinken,
hpowers,Hiram Powers,"Hiram Powers (1805-1873) sculptor of Woodstock, VA and pupil of Frederick Eckstein produced art that helped to overcome the public’s dislike of female nudity in art: https://americanart.si.edu/artist/hiram-powers-3864"
hpvbibber,H P Van Bibber,
hrcleveland,Henry Russell Cleveland,Likely to be Henry Russell Cleveland (1808-1843): http://worldcat.org/identities/lccn-nr91008536/
hroulst,Henry Roulston,
hsedg,Henry Sedgewick,
hseybert,Henry Seybert,
hslegare,Hugh Swinton Legaré,"Hugh Swinton Legaré (January 2, 1797 – June 20, 1843) was an American lawyer and pro-states rights politician; founded and edited the Southern Review between 1828 and 1832: https://en.wikipedia.org/wiki/Hugh_S._Legar%C3%A9"
htanner,Henry Tanner,
hthorn,Colonel Herman Thorn,
humatherton,Humphrey Atherton,
humboldt,Baron Alexander de Humboldt,
hvethake,Henry Vethake,"Henry Vethake (1790-1866), Professor of Mathematics and eighth Provost of the University of Virginia from 1836. In 1835, Vethake was President of Washington College, Lexington VA: https://archives.upenn.edu/exhibits/penn-people/biography/henry-vethake"
hwallace,H. Wallace,
hwarden,Hugh Warden,"Hugh Warden, David B. Warden’s brother, a farmer on the Ards Peninsula in County Down, Ireland."
hwheaton,Henry Wheaton,"Henry Wheaton (1785-1848), minister plenipotenary to Prussia, who wrote from Berlin from 1837 to 1843: https://en.wikipedia.org/wiki/Henry_Wheaton"
hwhite,Henry White,
hwilliamson,H Williamson,
icarour,Isaac Carour,
icbarnet,Isaac Cox Barnet,
icmott,Dr Isaiah C. Mott,
icullemore,Madam Isobelle Cullemore,
isaaclea,Isaac Lea,"Isaac Lea (1792-1886), American conchologist and geologist: https://en.wikipedia.org/wiki/Isaac_Lea"
ithorndike,Israel Thorndike,Israel Thorndike (1755-1832): https://en.wikipedia.org/wiki/Israel_Thorndike
iwjackson,Isaac W. Jackson,"Isaac W. Jackson, Professor of Mathematics and Natural Philosophy"
jacham,James Chambers,
jadger,Rev James Adger,
jadorr,James A. Dorr,"James A. Dorr (1812-1869): https://www.findagrave.com/memorial/135853107/james-augustus-dorr ; (trans.), Des Idees Napoleonniennes, par le Prince Napoleon-Louis Bonaparte (Brussels 1839)"
jamescmont,James C. Montgomery,Possibly James C. Montgomery of Philadelphia
jamtorrey,James Torrey,
janemmacneven,Mrs Jane MacNeven,
jarmstrong,General John Armstrong,"John Armstrong, Jr. (1758-1843)"
jasp,Jared Sparks,"Jared Sparks (1789 –1866), American historian, educator and Unitarian Minister, was an American historian , educator, and Unitarian minister: https://en.wikipedia.org/wiki/Jared_Sparks Acting editor of the North American Review (1817-18), founder in 1830 of the American Almanac and Repository of Useful Knowledge; elected fellow of the American Academy of Arts and Sciences in 1825, and in 1827 a member of the American Antiquarian Society. Publisher of The Writings of George Washington (12 volumes, 1834–1837; redated 1842), his most important work; and in 1839 he published separately the Life of George Washington (abridged, 2 volumes, 1842). "
jaswett,Dr John Appleton Swett,"Dr John Appleton Swett, dispensary medic and publisher of several books including A Treatise on the Diseases of the Chest being a course of lectures delivered at the New York Hospital (New York: Appleton and Company, 1870)."
jausten,James Austen,
jav,James Alexander Ventress,James Alexander Ventress (1805-1867) of Mississippi: https://www.findagrave.com/memorial/40586271/james-alexander-ventress
jawashington,Dr James A. Washington,
jbachman,John Bachman,"John Bachman (1790-1874), prominent naturalist, anthropologist and Lutheran minister who was the leading authority on North American mammals and held various posts in Charleston and a visiting lectureship at West Point in 1839 (see John Backman, Selected Writings on Science, Race and Religion ed. Gene Waddell (Athens: University of Georgia, 2011)."
jbarlow,Joel Barlow,
jbeb,Jean Baptiste Etienne Benoit Olive Regnault,"Possibly Jean Baptiste Etienne Benoit Olive Regnault (1759-1836), doctor and editor of the Journal des Sciences Medicales."
jbeilie,John Beilie,
jbgroux,Jean Baptiste Gaspard Roux de Rochelle,"Jean Baptiste Gaspard Roux de Rochelle (1762 –1849) was a French geographer, writer, poet and ambassador to the U.S: https://en.wikipedia.org/wiki/Jean_Baptiste_Gaspard_Roux_de_Rochelle"
jbidd,James Biddle,"James Biddle (1783-1848), brother of Nicholas Biddle and Captain of USS Columbus https://en.wikipedia.org/wiki/James_Biddle"
jbjackson,J B Jackson,
jbjdelambre,Jean Baptiste Joseph,"Jean Baptiste Joseph, chevalier Delambre (1749-1822): https://mathshistory.st-andrews.ac.uk/Biographies/Delambre/"
jbjohnston,J B Johnston,
jbl,Jean Baptiste LeChevalier,"Jean Baptiste LeChevalier (1752-1836): https://en.wikipedia.org/wiki/Jean_Baptiste_LeChevalier . M. Chevalier, the librarian of the Bibliotheque du Pantheon or Bibliotheque de Ste. Genevieve , ‘notable for its cupola, painted by Restaut; for its cabinet of antiquities; for its curious plan of Rome, en relief, and for its treasures of eighty thousand volumes. But the object most interesting to me, in this valuable library, was its venerable and distinguished librarian, Monsieur Chevalier, the author of so many well known tracts on Greece, and himself an admirable transcript of the independent literary men in France of the last forty years; combining, in his manner, a certain impress of erudition, acquired in the closet, with all the politeness which is attained exclusively in the saloon. He talked much to me, and with great delight, of his residence in England and Scotland; and made many enquiries for his yet more youthful and very ingenious co-laborateur, Sir William Gell.’ (Lady Morgan, Paris 1817, p. 219)."
